Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source,
104,Myanmar,2010,Capital city population (thousands),Nay Pyi Taw,,234,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2010,Capital city population (as a percentage of total population),Nay Pyi Taw,,0.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2010,Capital city population (as a percentage of total urban population),Nay Pyi Taw,,1.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2015,Urban population (percent),,,29.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2015,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2015,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2015,Capital city population (thousands),Nay Pyi Taw,,376,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2015,Capital city population (as a percentage of total population),Nay Pyi Taw,,0.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2015,Capital city population (as a percentage of total urban population),Nay Pyi Taw,,2.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2018,Urban population (percent),,,30.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
104,Myanmar,2018,Capital city population (thousands),Nay Pyi Taw,,500,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2005,Urban population (percent),,,36.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2005,Urban population (percent growth rate per annum),,,3.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2005,Rural population (percent growth rate per annum),,,0.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2005,Capital city population (thousands),Windhoek,,268,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2005,Capital city population (as a percentage of total population),Windhoek,,13.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2005,Capital city population (as a percentage of total urban population),Windhoek,,36.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2010,Urban population (percent),,,41.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2010,Urban population (percent growth rate per annum),,,3.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2010,Rural population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2010,Capital city population (thousands),Windhoek,,314,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2010,Capital city population (as a percentage of total population),Windhoek,,14.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2010,Capital city population (as a percentage of total urban population),Windhoek,,34.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2015,Urban population (percent),,,46.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2015,Urban population (percent growth rate per annum),,,4.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2015,Rural population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2015,Capital city population (thousands),Windhoek,,368,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2015,Capital city population (as a percentage of total population),Windhoek,,15.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2015,Capital city population (as a percentage of total urban population),Windhoek,,32.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2018,Urban population (percent),,,50,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
516,Namibia,2018,Capital city population (thousands),Windhoek,,404,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2005,Urban population (percent),,,100,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2005,Urban population (percent growth rate per annum),,,0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2005,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2010,Urban population (percent),,,100,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2010,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2010,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2015,Urban population (percent),,,100,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2015,Urban population (percent growth rate per annum),,,2.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
520,Nauru,2015,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
