Region/Country/Area,,Year,Series,Value,Footnotes,Source,
642,Romania,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),254,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
642,Romania,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),306,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
642,Romania,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.07,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
642,Romania,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.09,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
643,Russian Federation,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),472,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
643,Russian Federation,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),1161,Some of the debt relief reported may correspond to the credits. Statistics currently published on ODA by Russia and the estimates from the previous Chairman's reports should not be used at the same time.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
643,Russian Federation,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),999,Some of the debt relief reported may correspond to the credits. Statistics currently published on ODA by Russia and the estimates from the previous Chairman's reports should not be used at the same time.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
643,Russian Federation,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),1227,Some of the debt relief reported may correspond to the credits. Statistics currently published on ODA by Russia and the estimates from the previous Chairman's reports should not be used at the same time.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
643,Russian Federation,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.03,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
643,Russian Federation,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.09,Some of the debt relief reported may correspond to the credits. Statistics currently published on ODA by Russia and the estimates from the previous Chairman's reports should not be used at the same time.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
682,Saudi Arabia,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),2569,"Saudi Arabia's reporting to the OECD on its development co-operation programme consists of aggregate figures on humanitarian and development assistance by region, multilateral aid and loan disbursements and repayments by the Saudi Fund for Development.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
