Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
528,Netherlands,2005,Other of concern to UNHCR (number),6872,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2005,Total population of concern to UNHCR (number),139725,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2010,International migrant stock: Both sexes (number),1832510,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2010,International migrant stock: Both sexes (% total population),11,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2010,International migrant stock: Male (% total Population),10.6,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2010,International migrant stock: Female (% total Population),11.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2010,Total refugees and people in refugee-like situations (number),74961,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2010,"Asylum seekers, including pending cases (number)",13053,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2010,Other of concern to UNHCR (number),2095,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2010,Total population of concern to UNHCR (number),90109,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2015,International migrant stock: Both sexes (number),1996318,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2015,International migrant stock: Both sexes (% total population),11.8,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2015,International migrant stock: Male (% total Population),11.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2015,International migrant stock: Female (% total Population),12.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2015,Total refugees and people in refugee-like situations (number),82494,Data relates to the end of 2014.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2015,"Asylum seekers, including pending cases (number)",8097,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2015,Other of concern to UNHCR (number),1951,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2015,Total population of concern to UNHCR (number),92542,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2020,International migrant stock: Both sexes (number),2358333,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2020,International migrant stock: Both sexes (% total population),13.8,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2020,International migrant stock: Male (% total Population),13.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2020,International migrant stock: Female (% total Population),14.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2020,Total refugees and people in refugee-like situations (number),92740,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2020,"Asylum seekers, including pending cases (number)",13348,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2020,Other of concern to UNHCR (number),1951,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2020,Total population of concern to UNHCR (number),108039,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
540,New Caledonia,2005,International migrant stock: Both sexes (number),55405,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2005,International migrant stock: Both sexes (% total population),23.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2005,International migrant stock: Male (% total Population),25.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2005,International migrant stock: Female (% total Population),21.8,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2010,International migrant stock: Both sexes (number),61158,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2010,International migrant stock: Both sexes (% total population),24.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2010,International migrant stock: Male (% total Population),25.7,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2010,International migrant stock: Female (% total Population),22.5,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2015,International migrant stock: Both sexes (number),68881,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2015,International migrant stock: Both sexes (% total population),25.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2015,International migrant stock: Male (% total Population),26.5,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
540,New Caledonia,2015,International migrant stock: Female (% total Population),24.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
