Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
426,Lesotho,2000,Current health expenditure (% of GDP),5.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2005,Current health expenditure (% of GDP),5.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2010,Current health expenditure (% of GDP),7.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2016,Current health expenditure (% of GDP),8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2017,Current health expenditure (% of GDP),8.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2018,Current health expenditure (% of GDP),9.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2000,Domestic general government health expenditure (% of total government expenditure),7.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2005,Domestic general government health expenditure (% of total government expenditure),5.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2010,Domestic general government health expenditure (% of total government expenditure),8.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2016,Domestic general government health expenditure (% of total government expenditure),10.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2017,Domestic general government health expenditure (% of total government expenditure),12.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
426,Lesotho,2018,Domestic general government health expenditure (% of total government expenditure),11.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2000,Current health expenditure (% of GDP),4.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2005,Current health expenditure (% of GDP),9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2010,Current health expenditure (% of GDP),8.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2016,Current health expenditure (% of GDP),9.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2017,Current health expenditure (% of GDP),8.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2018,Current health expenditure (% of GDP),6.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2000,Domestic general government health expenditure (% of total government expenditure),5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2005,Domestic general government health expenditure (% of total government expenditure),4.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2010,Domestic general government health expenditure (% of total government expenditure),3.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2016,Domestic general government health expenditure (% of total government expenditure),3.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2017,Domestic general government health expenditure (% of total government expenditure),4.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
430,Liberia,2018,Domestic general government health expenditure (% of total government expenditure),5.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
434,Libya,2000,Current health expenditure (% of GDP),3.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
434,Libya,2005,Current health expenditure (% of GDP),2.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
434,Libya,2010,Current health expenditure (% of GDP),3.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
434,Libya,2000,Domestic general government health expenditure (% of total government expenditure),6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
434,Libya,2005,Domestic general government health expenditure (% of total government expenditure),5.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
434,Libya,2010,Domestic general government health expenditure (% of total government expenditure),4.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2000,Current health expenditure (% of GDP),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2005,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2010,Current health expenditure (% of GDP),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2016,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2017,Current health expenditure (% of GDP),6.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2018,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2000,Domestic general government health expenditure (% of total government expenditure),10.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2005,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2010,Domestic general government health expenditure (% of total government expenditure),11.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2016,Domestic general government health expenditure (% of total government expenditure),12.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
440,Lithuania,2017,Domestic general government health expenditure (% of total government expenditure),12.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
